"","pi","xi1","xi2","eta1","eta2","ppv1","ppv2","p11","p12","p13","p14","p15","p16","p17","p18","p19","p01","p02","p03","p04","p05","p06","p07","p08","p09","N100","N200","N350","N500"
"83",0.3,0.85,0.75,0.956928576056879,0.992695820100406,0.85,0.95,0.204517320840237,0.000533241920432688,0.0373269344302881,0.00820384910686638,0.0036268309133251,0.000791822733513473,0.00588610968612677,0.00223264753301214,0.0368812428361984,0,0,0,0,0.00361173103860712,0.0265382657215777,0,0.00150119489110878,0.668348808348706,0.109,0.4925,0.8018,0.9299
"84",0.3,0.85,0.75,0.896772604105645,0.95576053262339,0.65,0.85,0.173964665653495,0.00104483282674772,0.0377089665653495,0.00763505710252791,0.00500449121006031,0.0296419863980495,0.0359727603330598,0.00137819287410884,0.00764904703660091,0,0,0,0,0.0301634919410827,0.0420956851849659,0,0.000804135222544522,0.626936687651407,0.6809,0.9775,0.9998,1
"85",0.3,0.85,0.75,0.985074629610504,0.999300800354519,0.75,0.95,0.160971006169543,0.00455948386750092,0.0335553294173358,0.0351199432933629,0.00237195874503608,0.0184222785069154,0.0181240183013385,0.00385358962321836,0.0230223920757487,0,0,0,0,6.98915478162254e-05,0.0103778677248308,0,0.000419548204020237,0.689132692523333,0.2733,0.7921,0.9747,0.9983
"86",0.3,0.95,0.85,0.932756303773494,0.927150222084934,0.65,0.75,0.190149892933619,0.00942184154175589,0.0162740899357602,0.0320671311905297,0.0139357158912115,0.023151269948303,0.00727910928126108,0.00214630916162301,0.00557464011593678,0,0,0,0,0.0240272279909132,0.0230433593676407,0,0.026967616549633,0.625961796091813,0.0983,0.2992,0.5361,0.7072
"87",0.3,0.95,0.85,0.95409857438686,0.994429494653097,0.75,0.85,0.203991858709211,0.0207471603965596,0.013109228984746,0.00477941459879898,0.0123391123136735,0.0300332246401949,0.011293177373397,0.00184927660835943,0.00185754637505908,0,0,0,0,0.00326131381457784,0.0288696841146203,0,0.000638039928254508,0.667230962142547,0.1505,0.3423,0.5582,0.7188
"88",0.3,0.95,0.85,0.972114568320436,0.993698714117387,0.85,0.95,0.221277068603892,0.00606170044309863,0.031503062797772,0.0148150111311354,0.000715572988444821,0.0106275840135694,0.0103482753769105,0.00178237145651861,0.00286935318865861,0,0,0,0,0.00403936495153279,0.0154804372241623,0,0.000371535166296622,0.680108662658008,0.1245,0.4524,0.7346,0.8859
"89",0.3,0.95,0.85,0.926031257763389,0.954188423651088,0.65,0.85,0.189752748586423,0.00412639281726595,0.0250266363127678,0.0494046465699935,0.00520687713512522,0.0114826985772117,0.00485049277118627,0.001658842120006,0.0084906651100205,0,0,0,0,0.027636552271058,0.0241415672945701,0,0.00443155117318073,0.643790329261191,0.4499,0.9059,0.996,1
"90",0.3,0.95,0.85,0.997102027927758,0.997220164546577,0.75,0.95,0.206318937744011,0.00883206037917641,0.000120437186988769,0.0347328169937611,0.00151915498626918,0.0334765926781923,0.00304683583875467,0.00055019405802792,0.0114029701348189,0,0,0,0,0.000841259537574857,0.00118732091299445,0,0.00110462527982147,0.696866794269609,0.3721,0.8409,0.9865,0.9986
"91",0.3,0.7,0.5,0.983986891719978,0.979854105768027,0.65,0.75,0.0207088277426493,0.0161581231118218,0.106919013412786,0.03681491114049,0.00165187016689164,0.0277472544252075,0.0655528555886466,0.00911341224950066,0.0153337321620068,0,0,0,0,0.00957845820494208,0.00163071759107314,0,0.00452366775743918,0.684267156446546,0.0151,0.0866,0.181,0.2649
"92",0.3,0.7,0.5,0.995530831534415,0.972228524929544,0.75,0.85,0.0481185582728548,0.000121973531743612,0.111605781545405,0.0247506699012193,0.00147684055784707,0.0239261760928507,0.0711547994928469,0.0043771582434883,0.0144680423617446,0,0,0,0,0.0020948388640375,0.00103357906187174,0,0.0173451936852814,0.679526388388809,0.0223,0.1177,0.2471,0.3752
"93",0.3,0.7,0.5,0.991968183883,0.9905129812425,0.85,0.95,0.091661204308217,0.000450929249656213,0.0911667970317344,0.00560573407269293,0.000290578008087755,0.0208247572462891,0.0515419290928274,0.000449625268518744,0.0380084457219765,0,0,0,0,0.000169431184159685,0.00545284009774027,0,0.00647148194609004,0.68790624677201,0.0411,0.2634,0.4744,0.6501
"94",0.3,0.7,0.5,0.946410294099478,0.987488675656329,0.65,0.85,0.0646243099092355,0.00792364555066904,0.0883353607186301,0.0293132924918079,0.00587690554210001,0.0139264852543097,0.0410066355834405,0.00125521092274691,0.0477381540270602,0,0,0,0,0.00252640872407039,0.034986385406295,0,0.00623151831649904,0.656255687553136,0.1272,0.4781,0.781,0.9163
"95",0.3,0.7,0.5,0.953750417853007,0.997610906318628,0.75,0.95,0.105840041023666,0.00375155504872486,0.0721894345546637,0.0247996000618665,0.000958339673041513,0.00246102963792075,0.0134491062125793,0.00120135798012147,0.0753495358074156,0,0,0,0,0.00147959371141682,0.0308951137914782,0,0.00019277186554334,0.667432520631562,0.1545,0.6729,0.9326,0.9871
"96",0.3,0.95,0.7,0.920690431925468,0.959994055476272,0.65,0.75,0.169802929649498,0.0028907357478389,0.0486421880645968,0.00247380675203725,0.0202270081490105,0.0409633294528522,0.00622638447342139,0.0083791352281937,0.000394482482551028,0,0,0,0,0.00187555547789042,0.0536411421742818,0,0.0261286056887189,0.618354696659109,0.1241,0.2897,0.4976,0.6529
"97",0.3,0.95,0.7,0.920854395247547,0.969697173632449,0.75,0.85,0.185559925346988,0.00964807056756106,0.0600934465804887,0.000360171895737637,0.00235509659678674,0.0269832890108101,0.0106100844459674,0.0014666511469591,0.00292326440870122,0,0,0,0,0.00384138016941138,0.0515605431573058,0,0.0173705982878746,0.627227478385408,0.142,0.2974,0.5054,0.6546
